Vp,	T,	n,	j
3599.9999999999995,	30000.0,	6e+22,	-1064580506.7653313
4666.666666666667,	10.0,	6e+22,	-58131155.77242292
4666.666666666667,	3342.2222222222217,	6e+22,	-2290587449.71641
4666.666666666667,	6674.444444444443,	6e+22,	-1756337945.9165666
4666.666666666667,	10006.666666666666,	6e+22,	-1535040042.366957
4666.666666666667,	13338.888888888887,	6e+22,	-1415422722.7443619
4666.666666666667,	16671.11111111111,	6e+22,	-1342565740.69087
4666.666666666667,	20003.333333333332,	6e+22,	-1295373500.278773
4666.666666666667,	23335.555555555555,	6e+22,	-1263837012.5123055
4666.666666666667,	26667.777777777774,	6e+22,	-1242566313.38388
4666.666666666667,	30000.0,	6e+22,	-1228387290.3873088
5733.333333333333,	10.0,	6e+22,	-71394239.60504726
5733.333333333333,	3342.2222222222217,	6e+22,	-2763575664.434662
5733.333333333333,	6674.444444444443,	6e+22,	-2100719717.6282055
5733.333333333333,	10006.666666666666,	6e+22,	-1817717659.0533388
5733.333333333333,	13338.888888888887,	6e+22,	-1660688540.3167949
5733.333333333333,	16671.11111111111,	6e+22,	-1562128809.3075757
5733.333333333333,	20003.333333333332,	6e+22,	-1495876695.3157413
5733.333333333333,	23335.555555555555,	6e+22,	-1449507415.1521118
5733.333333333333,	26667.777777777774,	6e+22,	-1416272450.7281196
5733.333333333333,	30000.0,	6e+22,	-1392179899.2210898
6799.999999999999,	10.0,	6e+22,	-84651721.23457699
6799.999999999999,	3342.2222222222217,	6e+22,	-3229250812.0690064
6799.999999999999,	6674.444444444443,	6e+22,	-2443868863.464279
6799.999999999999,	10006.666666666666,	6e+22,	-2099929741.7899692
6799.999999999999,	13338.888888888887,	6e+22,	-1905730250.7747033
6799.999999999999,	16671.11111111111,	6e+22,	-1781573516.0353274
6799.999999999999,	20003.333333333332,	6e+22,	-1696331431.048854
6799.999999999999,	23335.555555555555,	6e+22,	-1635143939.2599616
6799.999999999999,	26667.777777777774,	6e+22,	-1589950379.3331945
6799.999999999999,	30000.0,	6e+22,	-1555948478.2103074
7866.666666666666,	10.0,	6e+22,	-97894715.75492969
7866.666666666666,	3342.2222222222217,	6e+22,	-3685973820.3380895
7866.666666666666,	6674.444444444443,	6e+22,	-2785546343.6803575
7866.666666666666,	10006.666666666666,	6e+22,	-2381613712.1801205
7866.666666666666,	13338.888888888887,	6e+22,	-2150521197.4887233
7866.666666666666,	16671.11111111111,	6e+22,	-2000859593.3172174
7866.666666666666,	20003.333333333332,	6e+22,	-1896695624.1496718
7866.666666666666,	23335.555555555555,	6e+22,	-1820741828.4043148
7866.666666666666,	26667.777777777774,	6e+22,	-1763602552.7417705
7866.666666666666,	30000.0,	6e+22,	-1719694031.0251207
8933.333333333334,	10.0,	6e+22,	-111128198.5081533
8933.333333333334,	3342.2222222222217,	6e+22,	-4132469738.102639
8933.333333333334,	6674.444444444443,	6e+22,	-3125418965.4257755
8933.333333333334,	10006.666666666666,	6e+22,	-2662707127.7667856
8933.333333333334,	13338.888888888887,	6e+22,	-2394995495.2069144
8933.333333333334,	16671.11111111111,	6e+22,	-2219983166.428045
8933.333333333334,	20003.333333333332,	6e+22,	-2096942284.1222394
8933.333333333334,	23335.555555555555,	6e+22,	-2006265684.7592804
8933.333333333334,	26667.777777777774,	6e+22,	-1937221668.1845965
8933.333333333334,	30000.0,	6e+22,	-1883417423.7783036
10000.0,	10.0,	6e+22,	-124361479.35026161
10000.0,	3342.2222222222217,	6e+22,	-4567586755.818966
10000.0,	6674.444444444443,	6e+22,	-3463209779.3381042
10000.0,	10006.666666666666,	6e+22,	-2943089343.170542
10000.0,	13338.888888888887,	6e+22,	-2639126309.129212
10000.0,	16671.11111111111,	6e+22,	-2438909507.818142
10000.0,	20003.333333333332,	6e+22,	-2297068840.601222
10000.0,	23335.555555555555,	6e+22,	-2191704131.3385363
10000.0,	26667.777777777774,	6e+22,	-2110779896.1839633
10000.0,	30000.0,	6e+22,	-2047112376.3813882
400.0,	10.0,	1e+23,	-5047230.0100748325
400.0,	3342.2222222222217,	1e+23,	-587531301.0607224
400.0,	6674.444444444443,	1e+23,	-618400526.0988231
400.0,	10006.666666666666,	1e+23,	-669429064.2124794
400.0,	13338.888888888887,	1e+23,	-722021536.9515911
400.0,	16671.11111111111,	1e+23,	-772997062.9615487
400.0,	20003.333333333332,	1e+23,	-821741883.2758473
400.0,	23335.555555555555,	1e+23,	-868257660.6883183
400.0,	26667.777777777774,	1e+23,	-912704938.5762231
400.0,	30000.0,	1e+23,	-955278261.5765882
1466.6666666666665,	10.0,	1e+23,	-18335654.395322174
1466.6666666666665,	3342.2222222222217,	1e+23,	-1398669629.4492981
1466.6666666666665,	6674.444444444443,	1e+23,	-1196083791.9534593
1466.6666666666665,	10006.666666666666,	1e+23,	-1141756416.5925457
1466.6666666666665,	13338.888888888887,	1e+23,	-1131265313.6538215
1466.6666666666665,	16671.11111111111,	1e+23,	-1139115270.3216276
1466.6666666666665,	20003.333333333332,	1e+23,	-1155995781.6028872
1466.6666666666665,	23335.555555555555,	1e+23,	-1177738890.000228
1466.6666666666665,	26667.777777777774,	1e+23,	-1202211813.8241858
1466.6666666666665,	30000.0,	1e+23,	-1228236307.6810725
2533.3333333333335,	10.0,	1e+23,	-31624143.390808467
2533.3333333333335,	3342.2222222222217,	1e+23,	-2206986377.342035
2533.3333333333335,	6674.444444444443,	1e+23,	-1773415412.0712094
2533.3333333333335,	10006.666666666666,	1e+23,	-1613991801.3512683
2533.3333333333335,	13338.888888888887,	1e+23,	-1540507333.1491153
2533.3333333333335,	16671.11111111111,	1e+23,	-1505262593.1717079
2533.3333333333335,	20003.333333333332,	1e+23,	-1490296131.6795087
2533.3333333333335,	23335.555555555555,	1e+23,	-1487265528.3804734
2533.3333333333335,	26667.777777777774,	1e+23,	-1491761273.7706945
2533.3333333333335,	30000.0,	1e+23,	-1501233566.146452
3599.9999999999995,	10.0,	1e+23,	-44911757.46363531
3599.9999999999995,	3342.2222222222217,	1e+23,	-3010312733.5289965
3599.9999999999995,	6674.444444444443,	1e+23,	-2349882077.875918
3599.9999999999995,	10006.666666666666,	1e+23,	-2086004700.4211726
3599.9999999999995,	13338.888888888887,	1e+23,	-1949633618.9689133
3599.9999999999995,	16671.11111111111,	1e+23,	-1871355966.5333288
3599.9999999999995,	20003.333333333332,	1e+23,	-1824574670.3078423
3599.9999999999995,	23335.555555555555,	1e+23,	-1796787519.8527877
3599.9999999999995,	26667.777777777774,	1e+23,	-1781316220.9605656
3599.9999999999995,	30000.0,	1e+23,	-1774242405.2830448
4666.666666666667,	10.0,	1e+23,	-58198075.0995415
4666.666666666667,	3342.2222222222217,	1e+23,	-3806200437.3506083
4666.666666666667,	6674.444444444443,	1e+23,	-2925048066.5418534
4666.666666666667,	10006.666666666666,	1e+23,	-2557565651.267788
4666.666666666667,	13338.888888888887,	1e+23,	-2358611324.3973055
4666.666666666667,	16671.11111111111,	1e+23,	-2237353768.249289
4666.666666666667,	20003.333333333332,	1e+23,	-2158786985.472202
4666.666666666667,	23335.555555555555,	1e+23,	-2106275460.165394
4666.666666666667,	26667.777777777774,	1e+23,	-2070854816.1237924
4666.666666666667,	30000.0,	1e+23,	-2047243227.7117312
5733.333333333333,	10.0,	1e+23,	-71482723.00962804
5733.333333333333,	3342.2222222222217,	1e+23,	-4592176533.397111
5733.333333333333,	6674.444444444443,	1e+23,	-3498575424.497391
5733.333333333333,	10006.666666666666,	1e+23,	-3028532298.6266685
5733.333333333333,	13338.888888888887,	1e+23,	-2767308066.391644
5733.333333333333,	16671.11111111111,	1e+23,	-2603246485.778881
5733.333333333333,	20003.333333333332,	1e+23,	-2492929897.939868
5733.333333333333,	23335.555555555555,	1e+23,	-2415706325.417378
5733.333333333333,	26667.777777777774,	1e+23,	-2360350904.948832
5733.333333333333,	30000.0,	1e+23,	-2320220422.599199
6799.999999999999,	10.0,	1e+23,	-84765346.38963588
6799.999999999999,	3342.2222222222217,	1e+23,	-5366037301.258835
6799.999999999999,	6674.444444444443,	1e+23,	-4070050105.066345
6799.999999999999,	10006.666666666666,	1e+23,	-3498723157.72272
6799.999999999999,	13338.888888888887,	1e+23,	-3175631304.212712
6799.999999999999,	16671.11111111111,	1e+23,	-2968942831.6983995
6799.999999999999,	20003.333333333332,	1e+23,	-2826992343.7073703
6799.999999999999,	23335.555555555555,	1e+23,	-2725080437.405501
6799.999999999999,	26667.777777777774,	1e+23,	-2649799649.8036356
6799.999999999999,	30000.0,	1e+23,	-2593157412.251201
7866.666666666666,	10.0,	1e+23,	-98045604.3473051
7866.666666666666,	3342.2222222222217,	1e+23,	-6125093099.2383
7866.666666666666,	6674.444444444443,	1e+23,	-4639077616.321446
7866.666666666666,	10006.666666666666,	1e+23,	-3968034935.735199
7866.666666666666,	13338.888888888887,	1e+23,	-3583537205.568988
7866.666666666666,	16671.11111111111,	1e+23,	-3334373666.080498
7866.666666666666,	20003.333333333332,	1e+23,	-3160903134.002481
7866.666666666666,	23335.555555555555,	1e+23,	-3034390952.0477853
7866.666666666666,	26667.777777777774,	1e+23,	-2939205982.595724
7866.666666666666,	30000.0,	1e+23,	-2866056221.794711
8933.333333333334,	10.0,	1e+23,	-111323160.63069896
8933.333333333334,	3342.2222222222217,	1e+23,	-6867212294.023085
8933.333333333334,	6674.444444444443,	1e+23,	-5205103177.609074
8933.333333333334,	10006.666666666666,	1e+23,	-4436363133.778835
8933.333333333334,	13338.888888888887,	1e+23,	-3990915124.955963
8933.333333333334,	16671.11111111111,	1e+23,	-3699534150.7923756
8933.333333333334,	20003.333333333332,	1e+23,	-3494618585.833105
8933.333333333334,	23335.555555555555,	1e+23,	-3343577583.4011235
8933.333333333334,	26667.777777777774,	1e+23,	-3228557436.156813
8933.333333333334,	30000.0,	1e+23,	-3138917802.3723755
10000.0,	10.0,	1e+23,	-124597694.11518632
10000.0,	3342.2222222222217,	1e+23,	-7590489982.233263
10000.0,	6674.444444444443,	1e+23,	-5767663395.393885
10000.0,	10006.666666666666,	1e+23,	-4903506708.187846
10000.0,	13338.888888888887,	1e+23,	-4397720813.978923
10000.0,	16671.11111111111,	1e+23,	-4064365898.656571
10000.0,	20003.333333333332,	1e+23,	-3828134287.613455
10000.0,	23335.555555555555,	1e+23,	-3652621989.011988
10000.0,	26667.777777777774,	1e+23,	-3517807010.5996165
10000.0,	30000.0,	1e+23,	-3411732517.0782585
400.0,	10.0,	1e+24,	0
400.0,	3342.2222222222217,	1e+24,	-5541487739.232176
400.0,	6674.444444444443,	1e+24,	-6098125166.006496
400.0,	10006.666666666666,	1e+24,	-6654028659.59954
400.0,	13338.888888888887,	1e+24,	-7196234494.446352
400.0,	16671.11111111111,	1e+24,	-7713756582.795977
400.0,	20003.333333333332,	1e+24,	-8205564154.042953
400.0,	23335.555555555555,	1e+24,	-8673433919.3949
400.0,	26667.777777777774,	1e+24,	-9119756639.539873
400.0,	30000.0,	1e+24,	-9546773261.174965
1466.6666666666665,	10.0,	1e+24,	0
1466.6666666666665,	3342.2222222222217,	1e+24,	-13115382830.516783
1466.6666666666665,	6674.444444444443,	1e+24,	-11774914244.837591
1466.6666666666665,	10006.666666666666,	1e+24,	-11340624984.15481
1466.6666666666665,	13338.888888888887,	1e+24,	-11270723627.830399
1466.6666666666665,	16671.11111111111,	1e+24,	-11364597904.63826
1466.6666666666665,	20003.333333333332,	1e+24,	-11541577021.085562
1466.6666666666665,	23335.555555555555,	1e+24,	-11763803406.110119
1466.6666666666665,	26667.777777777774,	1e+24,	-12011628609.49226
1466.6666666666665,	30000.0,	1e+24,	-12273987464.110025
2533.3333333333335,	10.0,	1e+24,	0
2533.3333333333335,	3342.2222222222217,	1e+24,	-20665627599.21715
2533.3333333333335,	6674.444444444443,	1e+24,	-17448303307.138966
2533.3333333333335,	10006.666666666666,	1e+24,	-16026322468.783659
2533.3333333333335,	13338.888888888887,	1e+24,	-15345233027.63219
2533.3333333333335,	16671.11111111111,	1e+24,	-15015836766.34758
2533.3333333333335,	20003.333333333332,	1e+24,	-14878042548.237974
2533.3333333333335,	23335.555555555555,	1e+24,	-14854627467.01858
2533.3333333333335,	26667.777777777774,	1e+24,	-14903930464.047722
2533.3333333333335,	30000.0,	1e+24,	-15001547151.242163
3599.9999999999995,	10.0,	1e+24,	0
3599.9999999999995,	3342.2222222222217,	1e+24,	-28172100105.352795
3599.9999999999995,	6674.444444444443,	1e+24,	-23113496322.456524
3599.9999999999995,	10006.666666666666,	1e+24,	-20709821371.1225
3599.9999999999995,	13338.888888888887,	1e+24,	-19418563141.12813
3599.9999999999995,	16671.11111111111,	1e+24,	-18666488589.519497
3599.9999999999995,	20003.333333333332,	1e+24,	-18214310936.23375
3599.9999999999995,	23335.555555555555,	1e+24,	-17945420526.19023
3599.9999999999995,	26667.777777777774,	1e+24,	-17796298877.438335
3599.9999999999995,	30000.0,	1e+24,	-17729286994.50477
4666.666666666667,	10.0,	1e+24,	0
4666.666666666667,	3342.2222222222217,	1e+24,	-35616381406.67998
4666.666666666667,	6674.444444444443,	1e+24,	-28766185452.213543
4666.666666666667,	10006.666666666666,	1e+24,	-25388921053.521553
4666.666666666667,	13338.888888888887,	1e+24,	-23490424749.946728
4666.666666666667,	16671.11111111111,	1e+24,	-22316197303.243332
4666.666666666667,	20003.333333333332,	1e+24,	-21549912683.491817
4666.666666666667,	23335.555555555555,	1e+24,	-21035865447.78129
4666.666666666667,	26667.777777777774,	1e+24,	-20688507603.935154
4666.666666666667,	30000.0,	1e+24,	-20456917770.625275
5733.333333333333,	10.0,	1e+24,	0
5733.333333333333,	3342.2222222222217,	1e+24,	-42974737484.948296
5733.333333333333,	6674.444444444443,	1e+24,	-34403049805.28504
5733.333333333333,	10006.666666666666,	1e+24,	-30062205861.147335
5733.333333333333,	13338.888888888887,	1e+24,	-27559538631.35824
5733.333333333333,	16671.11111111111,	1e+24,	-25964837616.46082
5733.333333333333,	20003.333333333332,	1e+24,	-24884811534.62098
5733.333333333333,	23335.555555555555,	1e+24,	-24125710146.503788
5733.333333333333,	26667.777777777774,	1e+24,	-23580288086.760124
5733.333333333333,	30000.0,	1e+24,	-23184337815.80751
6799.999999999999,	10.0,	1e+24,	0
6799.999999999999,	3342.2222222222217,	1e+24,	-50229144695.80865
6799.999999999999,	6674.444444444443,	1e+24,	-40019924465.63053
6799.999999999999,	10006.666666666666,	1e+24,	-34727855880.00884
6799.999999999999,	13338.888888888887,	1e+24,	-31624947942.980427
6799.999999999999,	16671.11111111111,	1e+24,	-29611561542.02023
6799.999999999999,	20003.333333333332,	1e+24,	-28218927594.142746
6799.999999999999,	23335.555555555555,	1e+24,	-27215020298.349865
6799.999999999999,	26667.777777777774,	1e+24,	-26471596639.11904
6799.999999999999,	30000.0,	1e+24,	-25911331046.484467
7866.666666666666,	10.0,	1e+24,	0
7866.666666666666,	3342.2222222222217,	1e+24,	-57358218429.70934
7866.666666666666,	6674.444444444443,	1e+24,	-45613640543.68243
7866.666666666666,	10006.666666666666,	1e+24,	-39384838466.05756
7866.666666666666,	13338.888888888887,	1e+24,	-35686270301.2516
7866.666666666666,	16671.11111111111,	1e+24,	-33255641091.603607
7866.666666666666,	20003.333333333332,	1e+24,	-31551541529.344746
7866.666666666666,	23335.555555555555,	1e+24,	-30303682575.2489
7866.666666666666,	26667.777777777774,	1e+24,	-29362470671.151897
7866.666666666666,	30000.0,	1e+24,	-28637936125.456367
8933.333333333334,	10.0,	1e+24,	0
8933.333333333334,	3342.2222222222217,	1e+24,	-64340173748.18677
8933.333333333334,	6674.444444444443,	1e+24,	-51178626616.517746
8933.333333333334,	10006.666666666666,	1e+24,	-44032118913.3792
8933.333333333334,	13338.888888888887,	1e+24,	-39742306195.200325
8933.333333333334,	16671.11111111111,	1e+24,	-36897042507.09818
8933.333333333334,	20003.333333333332,	1e+24,	-34882196904.24981
8933.333333333334,	23335.555555555555,	1e+24,	-33391139886.323936
8933.333333333334,	26667.777777777774,	1e+24,	-32252815813.032673
8933.333333333334,	30000.0,	1e+24,	-31364192984.534718
10000.0,	10.0,	1e+24,	0
10000.0,	3342.2222222222217,	1e+24,	-71159726293.06604
10000.0,	6674.444444444443,	1e+24,	-56709985436.994545
10000.0,	10006.666666666666,	1e+24,	-48667676815.817535
10000.0,	13338.888888888887,	1e+24,	-43792665365.238976
10000.0,	16671.11111111111,	1e+24,	-40535215838.622284
10000.0,	20003.333333333332,	1e+24,	-38210853670.99853
10000.0,	23335.555555555555,	1e+24,	-36477159342.31578
10000.0,	26667.777777777774,	1e+24,	-35142138796.50388
10000.0,	30000.0,	1e+24,	-34089977216.797474
400.0,	10.0,	1e+26,	0
400.0,	3342.2222222222217,	1e+26,	-78589500763.86513
400.0,	6674.444444444443,	1e+26,	-222321690139.23273
400.0,	10006.666666666666,	1e+26,	-384198566927.6464
400.0,	13338.888888888887,	1e+26,	-517485252267.8995
400.0,	16671.11111111111,	1e+26,	-621271069375.132
400.0,	20003.333333333332,	1e+26,	-704930564211.4459
400.0,	23335.555555555555,	1e+26,	-775344084716.8854
400.0,	26667.777777777774,	1e+26,	-836812443025.4064
400.0,	30000.0,	1e+26,	-891919607541.1038
1466.6666666666665,	10.0,	1e+26,	0
1466.6666666666665,	3342.2222222222217,	1e+26,	-152005492532.74725
1466.6666666666665,	6674.444444444443,	1e+26,	-388949332077.896
1466.6666666666665,	10006.666666666666,	1e+26,	-617977750506.9976
1466.6666666666665,	13338.888888888887,	1e+26,	-782655246215.1729
1466.6666666666665,	16671.11111111111,	1e+26,	-895221457572.4313
1466.6666666666665,	20003.333333333332,	1e+26,	-976917389070.0905
1466.6666666666665,	23335.555555555555,	1e+26,	-1040767095295.6638
1466.6666666666665,	26667.777777777774,	1e+26,	-1093930316132.68
1466.6666666666665,	30000.0,	1e+26,	-1140314880844.3784
2533.3333333333335,	10.0,	1e+26,	0
2533.3333333333335,	3342.2222222222217,	1e+26,	-225424456417.5543
2533.3333333333335,	6674.444444444443,	1e+26,	-555552806190.8312
2533.3333333333335,	10006.666666666666,	1e+26,	-851742111076.0614
2533.3333333333335,	13338.888888888887,	1e+26,	-1047790808128.4048
2533.3333333333335,	16671.11111111111,	1e+26,	-1169182837481.4233
2533.3333333333335,	20003.333333333332,	1e+26,	-1248933359233.467
2533.3333333333335,	23335.555555555555,	1e+26,	-1306220651847.7764
2533.3333333333335,	26667.777777777774,	1e+26,	-1351077923688.5571
2533.3333333333335,	30000.0,	1e+26,	-1388732982264.9739
3599.9999999999995,	10.0,	1e+26,	0
3599.9999999999995,	3342.2222222222217,	1e+26,	-298846166847.6056
3599.9999999999995,	6674.444444444443,	1e+26,	-722101750185.2083
3599.9999999999995,	10006.666666666666,	1e+26,	-1085434112312.4573
3599.9999999999995,	13338.888888888887,	1e+26,	-1312922566439.4114
3599.9999999999995,	16671.11111111111,	1e+26,	-1443124859995.6313
3599.9999999999995,	20003.333333333332,	1e+26,	-1520951214039.8142
3599.9999999999995,	23335.555555555555,	1e+26,	-1571689076941.488
3599.9999999999995,	26667.777777777774,	1e+26,	-1608241446044.566
3599.9999999999995,	30000.0,	1e+26,	-1637169845373.892
4666.666666666667,	10.0,	1e+26,	0
4666.666666666667,	3342.2222222222217,	1e+26,	-372269121039.5964
4666.666666666667,	6674.444444444443,	1e+26,	-888635510673.8335
4666.666666666667,	10006.666666666666,	1e+26,	-1319059996194.614
4666.666666666667,	13338.888888888887,	1e+26,	-1577996930497.9314
4666.666666666667,	16671.11111111111,	1e+26,	-1717048365253.929
4666.666666666667,	20003.333333333332,	1e+26,	-1792941545845.6907
4666.666666666667,	23335.555555555555,	1e+26,	-1837160445168.854
4666.666666666667,	26667.777777777774,	1e+26,	-1865399318416.7473
4666.666666666667,	30000.0,	1e+26,	-1885603478037.6738
5733.333333333333,	10.0,	1e+26,	0
5733.333333333333,	3342.2222222222217,	1e+26,	-445690900340.92194
5733.333333333333,	6674.444444444443,	1e+26,	-1055087752874.1172
5733.333333333333,	10006.666666666666,	1e+26,	-1552599931830.4763
5733.333333333333,	13338.888888888887,	1e+26,	-1842981765164.5408
5733.333333333333,	16671.11111111111,	1e+26,	-1990905978905.4788
5733.333333333333,	20003.333333333332,	1e+26,	-2064879056431.522
5733.333333333333,	23335.555555555555,	1e+26,	-2102568398089.9646
5733.333333333333,	26667.777777777774,	1e+26,	-2122527178562.3909
5733.333333333333,	30000.0,	1e+26,	-2134016239534.681
6799.999999999999,	10.0,	1e+26,	0
6799.999999999999,	3342.2222222222217,	1e+26,	-519108845983.1248
6799.999999999999,	6674.444444444443,	1e+26,	-1221478795214.0056
6799.999999999999,	10006.666666666666,	1e+26,	-1786040763020.89
6799.999999999999,	13338.888888888887,	1e+26,	-2107890489073.6956
6799.999999999999,	16671.11111111111,	1e+26,	-2264684016847.481
6799.999999999999,	20003.333333333332,	1e+26,	-2336754886787.366
6799.999999999999,	23335.555555555555,	1e+26,	-2367918445190.3813
6799.999999999999,	26667.777777777774,	1e+26,	-2379609273212.2607
6799.999999999999,	30000.0,	1e+26,	-2382396012034.9966
7866.666666666666,	10.0,	1e+26,	0
7866.666666666666,	3342.2222222222217,	1e+26,	-592520318013.7516
7866.666666666666,	6674.444444444443,	1e+26,	-1387773145501.105
7866.666666666666,	10006.666666666666,	1e+26,	-2019336915077.281
7866.666666666666,	13338.888888888887,	1e+26,	-2372690490580.064
7866.666666666666,	16671.11111111111,	1e+26,	-2538369279924.1875
7866.666666666666,	20003.333333333332,	1e+26,	-2608548834891.6523
7866.666666666666,	23335.555555555555,	1e+26,	-2633202649464.1455
7866.666666666666,	26667.777777777774,	1e+26,	-2636645158500.587
7866.666666666666,	30000.0,	1e+26,	-2630740579557.321
8933.333333333334,	10.0,	1e+26,	0
8933.333333333334,	3342.2222222222217,	1e+26,	-665921766695.8547
8933.333333333334,	6674.444444444443,	1e+26,	-1553960074735.117
8933.333333333334,	10006.666666666666,	1e+26,	-2252451392969.218
8933.333333333334,	13338.888888888887,	1e+26,	-2637342700936.7007
8933.333333333334,	16671.11111111111,	1e+26,	-2811965837823.3193
8933.333333333334,	20003.333333333332,	1e+26,	-2880250182013.896
8933.333333333334,	23335.555555555555,	1e+26,	-2898440200471.954
8933.333333333334,	26667.777777777774,	1e+26,	-2893634463091.1333
8933.333333333334,	30000.0,	1e+26,	-2879044202600.287
10000.0,	10.0,	1e+26,	0
10000.0,	3342.2222222222217,	1e+26,	-739312339149.5691
10000.0,	6674.444444444443,	1e+26,	-1720039367553.1475
10000.0,	10006.666666666666,	1e+26,	-2485313173927.5215
10000.0,	13338.888888888887,	1e+26,	-2901774856999.63
10000.0,	16671.11111111111,	1e+26,	-3085401937281.6963
10000.0,	20003.333333333332,	1e+26,	-3151887245939.7983
10000.0,	23335.555555555555,	1e+26,	-3163608850889.4517
10000.0,	26667.777777777774,	1e+26,	-3150596497046.4136
10000.0,	30000.0,	1e+26,	-3127306739394.451
400.0,	10.0,	1e+27,	0
400.0,	3342.2222222222217,	1e+27,	-142202656854.02344
400.0,	6674.444444444443,	1e+27,	-512569401409.87054
400.0,	10006.666666666666,	1e+27,	-976678002534.3488
400.0,	13338.888888888887,	1e+27,	-1527202980945.433
400.0,	16671.11111111111,	1e+27,	-2181932223261.357
400.0,	20003.333333333332,	1e+27,	-2930938688600.43
400.0,	23335.555555555555,	1e+27,	-3738748141215.4775
400.0,	26667.777777777774,	1e+27,	-4565922053243.542
400.0,	30000.0,	1e+27,	-5377978142330.404
1466.6666666666665,	10.0,	1e+27,	0
1466.6666666666665,	3342.2222222222217,	1e+27,	-222195197189.2517
1466.6666666666665,	6674.444444444443,	1e+27,	-730445647221.2811
1466.6666666666665,	10006.666666666666,	1e+27,	-1360246208458.5127
1466.6666666666665,	13338.888888888887,	1e+27,	-2084563728142.3062
1466.6666666666665,	16671.11111111111,	1e+27,	-2908215589514.1626
1466.6666666666665,	20003.333333333332,	1e+27,	-3817448828985.929
1466.6666666666665,	23335.555555555555,	1e+27,	-4772472909740.411
1466.6666666666665,	26667.777777777774,	1e+27,	-5728685211037.659
1466.6666666666665,	30000.0,	1e+27,	-6647944448622.558
2533.3333333333335,	10.0,	1e+27,	0
2533.3333333333335,	3342.2222222222217,	1e+27,	-302187866916.44147
2533.3333333333335,	6674.444444444443,	1e+27,	-948322763994.2899
2533.3333333333335,	10006.666666666666,	1e+27,	-1743819700191.2368
2533.3333333333335,	13338.888888888887,	1e+27,	-2641928502070.579
2533.3333333333335,	16671.11111111111,	1e+27,	-3634568656398.454
2533.3333333333335,	20003.333333333332,	1e+27,	-4703937287829.985
2533.3333333333335,	23335.555555555555,	1e+27,	-5806358228860.428
2533.3333333333335,	26667.777777777774,	1e+27,	-6891483291372.235
2533.3333333333335,	30000.0,	1e+27,	-7917924199250.35
3599.9999999999995,	10.0,	1e+27,	0
3599.9999999999995,	3342.2222222222217,	1e+27,	-382180661359.19305
3599.9999999999995,	6674.444444444443,	1e+27,	-1166200109767.2876
3599.9999999999995,	10006.666666666666,	1e+27,	-2127397427706.8716
3599.9999999999995,	13338.888888888887,	1e+27,	-3199302438705.5645
3599.9999999999995,	16671.11111111111,	1e+27,	-4360840436165.4546
3599.9999999999995,	20003.333333333332,	1e+27,	-5590400736595.33
3599.9999999999995,	23335.555555555555,	1e+27,	-6840282921075.913
3599.9999999999995,	26667.777777777774,	1e+27,	-8054320548843.48
3599.9999999999995,	30000.0,	1e+27,	-9187878288186.043
4666.666666666667,	10.0,	1e+27,	0
4666.666666666667,	3342.2222222222217,	1e+27,	-462173575768.178
4666.666666666667,	6674.444444444443,	1e+27,	-1384077258127.2903
4666.666666666667,	10006.666666666666,	1e+27,	-2510977379835.6636
4666.666666666667,	13338.888888888887,	1e+27,	-3756684208056.285
4666.666666666667,	16671.11111111111,	1e+27,	-5087088816525.68
4666.666666666667,	20003.333333333332,	1e+27,	-6476818199549.632
4666.666666666667,	23335.555555555555,	1e+27,	-7874121379386.219
4666.666666666667,	26667.777777777774,	1e+27,	-9217155131363.037
4666.666666666667,	30000.0,	1e+27,	-10457830638792.176
5733.333333333333,	10.0,	1e+27,	0
5733.333333333333,	3342.2222222222217,	1e+27,	-542166609754.5419
5733.333333333333,	6674.444444444443,	1e+27,	-1601954677593.6511
5733.333333333333,	10006.666666666666,	1e+27,	-2894557421750.2725
5733.333333333333,	13338.888888888887,	1e+27,	-4314071131805.6924
5733.333333333333,	16671.11111111111,	1e+27,	-5813313864487.437
5733.333333333333,	20003.333333333332,	1e+27,	-7362874887321.46
5733.333333333333,	23335.555555555555,	1e+27,	-8907978665445.04
5733.333333333333,	26667.777777777774,	1e+27,	-10379941909598.066
5733.333333333333,	30000.0,	1e+27,	-11727745088723.758
6799.999999999999,	10.0,	1e+27,	0
6799.999999999999,	3342.2222222222217,	1e+27,	-622159755403.1069
6799.999999999999,	6674.444444444443,	1e+27,	-1819832634648.9192
6799.999999999999,	10006.666666666666,	1e+27,	-3278135957170.195
6799.999999999999,	13338.888888888887,	1e+27,	-4871461730520.198
6799.999999999999,	16671.11111111111,	1e+27,	-6539515884161.036
6799.999999999999,	20003.333333333332,	1e+27,	-8249259442692.165
6799.999999999999,	23335.555555555555,	1e+27,	-9941860162247.994
6799.999999999999,	26667.777777777774,	1e+27,	-11542619008502.336
6799.999999999999,	30000.0,	1e+27,	-12997415189929.03
7866.666666666666,	10.0,	1e+27,	0
7866.666666666666,	3342.2222222222217,	1e+27,	-702153012783.198
7866.666666666666,	6674.444444444443,	1e+27,	-2037710914410.8015
7866.666666666666,	10006.666666666666,	1e+27,	-3661718538108.605
7866.666666666666,	13338.888888888887,	1e+27,	-5428853640942.014
7866.666666666666,	16671.11111111111,	1e+27,	-7265690727974.755
7866.666666666666,	20003.333333333332,	1e+27,	-9135605295679.123
